route_num_1,route_num_2,stop_id,pattern_id_1,pattern_id_2
"49","7","1085","20049030","21007044"
"49","7","1085","20049030","21007046"
"49","7","1085","20049030","21007046"
"49","7","1085","20049030","21007047"
"49","7","1085","20049030","21007047"
"49","7","1085","20049030","21007051"
"49","7","1085","20049030","21007051"
"32","75","26368","10032119","11075155"
"32","75","26368","10032119","11075155"
"32","75","26368","10032119","11075157"
"32","75","26368","10032119","11075157"
"32","75","26368","10032119","11075163"
"32","75","26368","10032119","11075163"
"32","75","26368","10032119","11075155"
"32","75","26368","10032119","11075155"
"32","75","26368","10032119","11075157"
"32","75","26368","10032119","11075157"
"32","75","26368","10032119","11075163"
"32","75","26368","10032119","11075163"
"31","75","26368","40031043","11075155"
"31","75","26368","40031043","11075155"
"31","75","26368","40031044","11075155"
"31","75","26368","40031044","11075155"
"31","75","26368","40031044","11075163"
"31","75","26368","40031044","11075163"
"31","75","26368","40031045","11075155"
"31","75","26368","40031045","11075155"
"31","75","26368","40031045","11075157"
"31","75","26368","40031045","11075157"
"31","75","26368","40031045","11075163"
"31","75","26368","40031045","11075163"
"31","75","26368","40031043","11075155"
"31","75","26368","40031043","11075155"
"31","75","26368","40031044","11075155"
"31","75","26368","40031044","11075155"
"31","75","26368","40031044","11075163"
"31","75","26368","40031044","11075163"
"31","75","26368","40031045","11075155"
"31","75","26368","40031045","11075155"
"31","75","26368","40031045","11075157"
"31","75","26368","40031045","11075157"
"31","75","26368","40031045","11075163"
"31","75","26368","40031045","11075163"
"82","82","0","11082008","20082009"
"82","82","0","11082008","20082009"
"82","82","0","11082008","20082010"
"82","82","0","11082008","20082010"
"82","82","0","11082008","20082009"
"82","82","0","11082008","20082009"
"82","82","0","11082008","20082010"
"82","82","0","11082008","20082010"
"83","83","0","11083009","20083013"
"83","83","0","11083009","20083013"
"83","83","0","11083012","20083011"
"83","83","0","11083012","20083011"
"83","83","0","11083009","20083013"
"83","83","0","11083009","20083013"
"83","83","0","11083012","20083011"
"83","83","0","11083012","20083011"
"84","84","12480","11084024","20084023"
"84","84","12480","11084024","20084023"
"84","84","12480","11084025","20084022"
"84","84","12480","11084025","20084022"
"84","84","12480","11084024","20084023"
"84","84","12480","11084024","20084023"
"84","84","12480","11084025","20084022"
"84","84","12480","11084025","20084022"
"901","901","0","10901006","21901005"
"901","901","0","10901006","21901005"
"901","901","0","10901006","21901005"
"901","901","0","10901006","21901005"
"99","99","2199","11099011","20099012"
"99","99","2199","11099011","20099012"
"99","99","2199","11099011","20099012"
"99","99","2199","11099011","20099012"
"7","49","3600","10007009","11049029"
"7","49","3600","10007009","11049029"
"7","49","3600","10007009","11049032"
"7","49","3600","10007009","11049032"
"7","49","3600","10007009","11049034"
"7","49","3600","10007009","11049034"
"7","49","3600","10007045","11049032"
"7","49","3600","10007045","11049032"
"7","49","3600","10007009","11049029"
"7","49","3600","10007009","11049029"
"7","49","3600","10007009","11049032"
"7","49","3600","10007009","11049032"
"7","49","3600","10007009","11049034"
"7","49","3600","10007009","11049034"
"7","49","3600","10007045","11049032"
"7","49","3600","10007045","11049032"
"180","180","0","21180095","10180086"
"180","180","0","21180095","10180086"
"180","180","0","21180095","10180086"
"180","180","0","21180095","10180086"
"150","180","0","21150168","21180090"
"150","180","0","21150168","21180090"
"150","180","0","21150186","21180090"
